id,geometry,longitude,latitude
NA,"c(101.524749042172, 22.5096759814623)",101.52474904217213,22.5096759814623
NA,"c(97.7229245780814, 23.902891157744)",97.72292457808138,23.90289115774401
NA,"c(97.7701522111757, 21.8484891181422)",97.77015221117567,21.84848911814218
NA,"c(99.8481680673247, 15.0477099525637)",99.84816806732465,15.047709952563714
NA,"c(89.8831374844284, 23.8792773411969)",89.88313748442842,23.879277341196854
NA,"c(87.899576894468, 24.068187873574)",87.89957689446803,24.068187873574033
NA,"c(85.6798781390362, 25.7211550318744)",85.67987813903618,25.721155031874353
NA,"c(84.1685938800187, 20.5261153915019)",84.16859388001873,20.526115391501918
NA,"c(81.9488951245869, 21.5651233195764)",81.94889512458688,21.5651233195764
NA,"c(71.8421816424078, 23.0291799454995)",71.84218164240778,23.029179945499543
NA,"c(74.2980185633111, 23.3125457440653)",74.2980185633111,23.312545744065314
NA,"c(76.9427660165916, 19.8649285281818)",76.94276601659162,19.864928528181785
NA,"c(74.8647501604426, 19.5343350965217)",74.86475016044264,19.534335096521723
NA,"c(75.8093028223285, 16.0394902475439)",75.80930282232855,16.039490247543903
NA,"c(78.9735542396463, 15.9450349813553)",78.9735542396463,15.945034981355311
NA,"c(75.9509857216114, 13.3475151611691)",75.95098572161143,13.347515161169092
NA,"c(74.6758396280655, 11.7417756359631)",74.67583962806546,11.741775635963066
NA,"c(74.3452461964054, 14.1976125568664)",74.3452461964054,14.1976125568664
NA,"c(77.9345463115718, 11.0805887726429)",77.93454631157181,11.08058877264294
NA,"c(76.7538554842144, 10.8444506071715)",76.75385548421444,10.844450607171463
NA,"c(80.8626595634181, 6.8301017941564)",80.86265956341809,6.830101794156398
NA,"c(47.4727229657516, 15.4727586504123)",47.47272296575163,15.472758650412297
NA,"c(47.9922269297889, 5.69663859989326)",47.99222692978887,5.696638599893255
NA,"c(37.8855134476098, 7.91633735532512)",37.88551344760977,7.9163373553251155
NA,"c(36.5159120878752, 7.49128865747646)",36.515912087875215,7.49128865747646
NA,"c(39.3495700735329, 8.15247552079659)",39.34957007353291,8.152475520796589
NA,"c(38.405017411647, 6.78287416106204)",38.405017411647016,6.78287416106204
NA,"c(39.0662042749671, 15.0949375856579)",39.06620427496714,15.094937585657938
NA,"c(29.9512710877682, 15.897807348261)",29.951271087768227,15.897807348260951
NA,"c(30.0457263539568, 7.49128865747646)",30.04572635395682,7.49128865747646
NA,"c(29.9512710877682, 27.0435287585145)",29.951271087768227,27.043528758514544
NA,"c(55.4541929586875, -4.59898541466302)",55.45419295868745,-4.598985414663023
NA,"c(37.8382858145155, 1.21001345593525)",37.83828581451546,1.210013455935247
NA,"c(32.9266119727088, 1.96565558544397)",32.92661197270879,1.9656555854439652
NA,"c(29.762360555391, -1.85978269519392)",29.762360555391037,-1.8597826951939211
NA,"c(29.9984987208625, -3.60720511968283)",29.99849872086251,-3.607205119682831
NA,"c(34.8629449295749, -5.87413150820899)",34.86294492957488,-5.874131508208986
NA,"c(38.1216516130812, -5.30739991107745)",38.12165161308123,-5.307399911077447
NA,"c(38.2633345123641, -3.65443275277713)",38.26333451236411,-3.654432752777126
NA,"c(37.3660094835725, -2.66265245779693)",37.36600948357251,-2.662652457796934
NA,"c(35.9019528576494, -3.13492878873988)",35.90195285764937,-3.134928788739881
NA,"c(39.5384806059101, -3.51274985349424)",39.538480605910074,-3.512749853494242
NA,"c(18.9000049437032, 15.0004823194693)",18.900004943703202,15.000482319469349
NA,"c(21.0724760660408, 6.97178469343922)",21.072476066040764,6.9717846934392185
NA,"c(13.5160547709536, 7.34960575819358)",13.516054770953586,7.349605758193579
NA,"c(12.0047705119362, 5.98000439845903)",12.004770511936153,5.980004398459027
NA,"c(9.97398228888147, 5.41327280132749)",9.973982288881471,5.413272801327487
NA,"c(9.6906164903157, 3.71307800993287)",9.690616490315703,3.7130780099328717
NA,"c(11.6741770802761, -0.915230033308028)",11.674177080276086,-0.9152300333080277
NA,"c(6.43190980680936, 0.40714369333223)",6.431909806809356,0.4071436933322303
NA,"c(7.94319406582679, 10.2304913769456)",7.943194065826789,10.230491376945565
NA,"c(8.98220199390128, 18.0230508375042)",8.98220199390128,18.023050837504222
NA,"c(-2.11629178325802, 18.0230508375042)",-2.116291783258019,18.023050837504222
NA,"c(-2.21074704944661, 13.0641493626033)",-2.210747049446608,13.064149362603258
NA,"c(1.99251229594564, 9.52207688053114)",1.9925122959456356,9.522076880531142
NA,"c(1.04795963405974, 7.96356498841941)",1.0479596340597386,7.96356498841941
NA,"c(-1.17173912137212, 8.0107926215137)",-1.1717391213721218,8.010792621513705
NA,"c(-5.18608793438719, 7.72742682294794)",-5.186087934387187,7.727426822947937
NA,"c(-10.1449894092881, 10.8916782402657)",-10.144989409288149,10.891678240265694
NA,"c(-11.7979565675885, 8.48306895245666)",-11.79795656758847,8.483068952456655
NA,"c(-9.76716834453379, 6.45228072940197)",-9.76716834453379,6.4522807294019735
NA,"c(-13.9940415064732, 14.0087020244891)",-13.99404150647318,14.008702024489144
NA,"c(-15.2691876000191, 11.8362309021516)",-15.26918760001914,11.83623090215158
NA,"c(-15.883146830245, 13.6781085928291)",-15.883146830244973,13.67810859282908
NA,"c(-23.8646168231808, 15.0477099525636)",-23.864616823180803,15.04770995256363
NA,"c(55.5722620414231, -21.2231122638548)",55.572262041423095,-21.2231122638548
NA,"c(55.5722620414231, -20.7508359329119)",55.572262041423095,-20.750835932911855
NA,"c(47.1657433506386, -19.5229174724602)",47.165743350638614,-19.522917472460186
NA,"c(45.0877274944896, -12.3443172421274)",45.087727494489634,-12.34431724212737
NA,"c(33.8475508180475, -12.9110488392589)",33.847550818047466,-12.91104883925891
NA,"c(34.9810140123105, -17.728267414877)",34.98101401231054,-17.728267414876985
NA,"c(18.4513424293073, -11.966496177373)",18.451342429307342,-11.966496177373012
NA,"c(16.9872858033842, -21.5537056955149)",16.987285803384204,-21.553705695514864
NA,"c(18.1679766307416, -23.0649899545323)",18.167976630741574,-23.0649899545323
NA,"c(23.835292602057, -21.6953885947977)",23.835292602056956,-21.69538859479775
NA,"c(23.9769755013398, -28.9684440913192)",23.97697550133984,-28.968444091319157
NA,"c(23.7880649689627, -26.7487453358873)",23.78806496896266,-26.7487453358873
NA,"c(26.0549913574888, -24.8124123790212)",26.054991357488813,-24.81241237902121
NA,"c(26.9995440193747, -33.0772481705228)",26.99954401937471,-33.07724817052281
NA,"c(29.9748849043153, -28.0238914294333)",29.974884904315285,-28.02389142943326
NA,"c(31.533396796427, -26.4181519042272)",31.533396796427017,-26.418151904227233
NA,"c(30.1165678035982, -24.8596400121155)",30.11656780359817,-24.859640012115506
NA,"c(28.9358769762408, -24.8596400121155)",28.9358769762408,-24.859640012115506
NA,"c(27.849641415072, -23.7734044509467)",27.849641415072018,-23.773404450946725
NA,"c(30.0221125374096, -21.742616227892)",30.02211253740958,-21.742616227892043
NA,"c(28.9831046093351, -18.4839095443857)",28.983104609335093,-18.4839095443857
NA,"c(29.9748849043153, -14.6112436306535)",29.974884904315285,-14.611243630653522
NA,"c(24.9215281632257, -0.0179050045164146)",24.921528163225744,-0.017905004516414635
NA,"c(-113.69157496853, 60.0556442914266)",-113.6915749685296,60.05564429142663
NA,"c(-97.0674481193378, 54.9550599172428)",-97.0674481193378,54.95505991724279
NA,"c(-64.8109747159344, 32.1913407657927)",-64.81097471593442,32.191340765792674
NA,"c(-60.7493982698251, 46.7846793919298)",-60.749398269825065,46.78467939192978
NA,"c(-63.0635522914455, 46.4540859602697)",-63.06355229144551,46.454085960269715
NA,"c(-63.0635522914455, 45.0372569674409)",-63.06355229144551,45.03725696744087
NA,"c(-64.5276089173687, 48.3431912840415)",-64.52760891736865,48.34319128404151
NA,"c(-66.0388931763861, 46.5485412264583)",-66.0388931763861,46.548541226458305
NA,"c(-65.5666168454431, 43.5259727084234)",-65.56661684544315,43.52597270842344
NA,"c(-69.4865103922696, 45.5095332983838)",-69.48651039226962,45.509533298383815
NA,"c(-68.1641366656294, 47.3514109890613)",-68.16413666562936,47.351410989061314
NA,"c(-67.5974050684978, 44.8483464350637)",-67.59740506849782,44.84834643506369
NA,"c(-71.5645262484186, 43.8565661400835)",-71.56452624841859,43.8565661400835
NA,"c(-69.4392827591753, 43.7621108738949)",-69.43928275917531,43.76211087389491
NA,"c(-72.1784854786444, 46.2651754278925)",-72.17848547864442,46.26517542789254
NA,"c(-71.7062091477015, 41.8257779170288)",-71.70620914770147,41.825777917028816
NA,"c(-74.4454118671706, 39.7949896939741)",-74.44541186717058,39.794989693974145
NA,"c(-76.8540211549796, 40.1728107587285)",-76.8540211549796,40.1728107587285
NA,"c(-75.3427368959622, 43.1009240105748)",-75.34273689596218,43.10092401057478
NA,"c(-74.7287776657363, 45.3678503991009)",-74.72877766573635,45.36785039910093
NA,"c(-76.759565888791, 44.1871595717436)",-76.75956588879102,44.187159571743564
NA,"c(-78.1291672485256, 42.3452818810661)",-78.12916724852556,42.345281881066064
NA,"c(-77.8458014499598, 44.8483464350637)",-77.8458014499598,44.84834643506369
NA,"c(-71.9895749462672, 52.0741742984908)",-71.98957494626724,52.0741742984908
NA,"c(-80.6794594356175, 51.6018979675479)",-80.67945943561749,51.601897967547856
NA,"c(-84.6938082486325, 49.4294268452103)",-84.69380824863255,49.42942684521029
NA,"c(-77.6096632844883, 37.6225185716366)",-77.60966328448833,37.62251857163659
NA,"c(-77.0901593204511, 34.7888605859789)",-77.09015932045108,34.788860585978895
NA,"c(-81.1989633996547, 33.9387631902816)",-81.19896339965473,33.93876319028159
NA,"c(-78.9792646442229, 33.4192592262443)",-78.97926464422287,33.41925922624435
NA,"c(-80.3488660039574, 35.5917303485819)",-80.34886600395743,35.59173034858191
NA,"c(-80.4905489032403, 38.6142988666168)",-80.49054890324031,38.61429886661678
NA,"c(-82.9936134572379, 40.3144936580114)",-82.99361345723794,40.3144936580114
NA,"c(-85.2605398457641, 44.4232977372151)",-85.26053984576409,44.42329773721505
NA,"c(-85.0244016802926, 46.170720161704)",-85.02440168029261,46.170720161703954
NA,"c(-84.0798490184067, 44.4705253703093)",-84.07984901840672,44.470525370309346
NA,"c(-84.2687595507839, 41.8257779170288)",-84.2687595507839,41.82577791702883
NA,"c(-86.20509250765, 40.2200383918228)",-86.20509250765,40.220038391822804
NA,"c(-85.1188569464812, 38.1420225356738)",-85.1188569464812,38.14202253567383
NA,"c(-82.6157923924836, 35.7806408809591)",-82.61579239248357,35.78064088095909
NA,"c(-89.9833031551936, 44.7066635357808)",-89.98330315519357,44.70666353578082
NA,"c(-89.4637991911563, 40.1728107587285)",-89.46379919115633,40.17281075872851
NA,"c(-88.4247912630818, 42.486964780349)",-88.42479126308184,42.486964780348956
NA,"c(-91.6834979465882, 41.6840950177459)",-91.68349794658819,41.684095017745946
NA,"c(-93.5253756372657, 42.2508266148775)",-93.52537563726568,42.25082661487748
NA,"c(-91.8251808458711, 44.5177530034036)",-91.82518084587107,44.51775300340364
NA,"c(-94.4699282991516, 46.3596306940811)",-94.46992829915159,46.35963069408113
NA,"c(-96.3590336229234, 47.6820044207214)",-96.35903362292338,47.68200442072139
NA,"c(-98.1064560474123, 47.77645968691)",-98.1064560474123,47.77645968690998
NA,"c(-100.326154802844, 47.6347767876271)",-100.32615480284414,47.634776787627096
NA,"c(-100.562292968316, 44.4232977372151)",-100.56229296831562,44.42329773721505
NA,"c(-99.8066508388069, 41.1645910537087)",-99.8066508388069,41.164591053708705
NA,"c(-98.1064560474123, 42.7703305789147)",-98.1064560474123,42.77033057891473
NA,"c(-98.5787323783552, 38.6615264997111)",-98.57873237835524,38.66152649971107
NA,"c(-96.2173507236405, 41.211818686803)",-96.2173507236405,41.211818686803
NA,"c(-94.4227006660573, 39.0393475644654)",-94.4227006660573,39.03934756446544
NA,"c(-92.4391400760969, 38.1420225356738)",-92.4391400760969,38.14202253567383
NA,"c(-87.4802386011959, 37.3391527730708)",-87.48023860119595,37.33915277307082
NA,"c(-86.4412306731215, 35.5445027154876)",-86.44123067312145,35.54450271548762
NA,"c(-83.6075726874638, 32.7108447298299)",-83.60757268746377,32.71084472982993
NA,"c(-86.8662793709701, 32.6163894636413)",-86.86627937097012,32.61638946364134
NA,"c(-87.9525149321389, 30.4439183413038)",-87.9525149321389,30.443918341303775
NA,"c(-89.9833031551936, 32.8525276291128)",-89.98330315519357,32.852527629112814
NA,"c(-92.5335953422855, 34.5999500536017)",-92.5335953422855,34.59995005360172
NA,"c(-92.1557742775311, 30.963422305341)",-92.15577427753114,30.963422305341016
NA,"c(-84.4576700831611, 30.7272841398696)",-84.45767008316109,30.727284139869564
NA,"c(-82.6157923924836, 28.4603577513434)",-82.6157923924836,28.460357751343413
NA,"c(-80.443321270146, 26.5240247944773)",-80.44332127014603,26.524024794477324
NA,"c(-80.5377765363346, 24.9655129023656)",-80.53777653633462,24.965512902365592
NA,"c(-78.1291672485256, 24.7293747368941)",-78.12916724852559,24.72937473689412
NA,"c(-109.866136687892, 47.0208175574013)",-109.86613668789171,47.02081755740129
NA,"c(-107.693665565554, 43.1481516436691)",-107.69366556555416,43.14815164366911
NA,"c(-105.568422076311, 38.8976646651826)",-105.56842207631088,38.897664665182575
NA,"c(-106.418519472008, 40.9284528882372)",-106.4185194720082,40.928452888237246
NA,"c(-104.623869414425, 38.000339636391)",-104.62386941442499,38.00033963639097
NA,"c(-119.878394903882, 37.197469873788)",-119.87839490388222,37.19746987378795
NA,"c(-101.742983795673, 36.6779659097507)",-101.742983795673,36.67796590975071
NA,"c(-101.790211428767, 33.513714492433)",-101.7902114287673,33.51371449243296
NA,"c(-103.25426805469, 34.3638118881303)",-103.25426805469044,34.36381188813028
NA,"c(-105.946243141065, 34.4110395212246)",-105.94624314106525,34.41103952122457
NA,"c(-104.434958882048, 32.238568398887)",-104.43495888204781,32.23856839888701
NA,"c(-104.057137817293, 30.632828873681)",-104.05713781729345,30.632828873680985
NA,"c(-106.229608939631, 31.7662920679441)",-106.22960893963102,31.76629206794406
NA,"c(-108.071486630309, 32.5219341974528)",-108.07148663030851,32.52193419745278
NA,"c(-110.29118538574, 31.7662920679441)",-110.29118538574038,31.76629206794406
NA,"c(-111.896924910946, 34.3638118881303)",-111.8969249109464,34.36381188813028
NA,"c(-111.802469644758, 32.0024302334155)",-111.8024696447578,32.00243023341554
NA,"c(-114.447217098038, 32.8997552622071)",-114.44721709803832,32.89975526220714
NA,"c(-116.052956623244, 33.1358934276786)",-116.05295662324434,33.13589342767861
NA,"c(-118.083744846299, 34.0804460895645)",-118.08374484629903,34.08044608956451
NA,"c(-117.375330349885, 32.3802512981699)",-117.3753303498846,32.380251298169895
NA,"c(-99.1926916085811, 31.1051052046239)",-99.19269160858109,31.105105204623932
NA,"c(-97.6341797164694, 35.3083645500162)",-97.63417971646936,35.30836455001617
NA,"c(-96.784082320772, 32.9942105283957)",-96.78408232077204,32.994210528395726
NA,"c(-94.2337901336801, 32.5691618305471)",-94.23379013368013,32.569161830547074
NA,"c(-94.5643835653402, 34.5527224205075)",-94.5643835653402,34.55272242050746
NA,"c(-94.375473032963, 36.0167790464306)",-94.37547303296301,36.0167790464306
NA,"c(-92.1557742775312, 29.9244143772666)",-92.15577427753115,29.92441437726656
NA,"c(-93.6198309034543, 29.8771867441723)",-93.6198309034543,29.877186744172267
NA,"c(-95.3672533279432, 30.0188696434552)",-95.3672533279432,30.01886964345515
NA,"c(-95.178342795566, 29.2632275139464)",-95.17834279556602,29.263227513946433
NA,"c(-97.1146757524321, 27.8463985211176)",-97.1146757524321,27.84639852111759
NA,"c(-97.728634982658, 26.8546182261374)",-97.72863498265795,26.854618226137397
NA,"c(-98.3425942128838, 25.7211550318743)",-98.34259421288378,25.72115503187432
NA,"c(-100.467837702127, 25.8628379311572)",-100.46783770212704,25.862837931157205
NA,"c(-102.451398292087, 26.8546182261374)",-102.45139829208743,26.854618226137397
NA,"c(-103.773772018728, 29.1215446146635)",-103.77377201872768,29.12154461466355
NA,"c(-100.231699536656, 29.5465933125122)",-100.23169953665557,29.5465933125122
NA,"c(-101.884666694956, 30.5383736074924)",-101.88466669495588,30.538373607492396
NA,"c(-102.59308119137, 31.5301539024726)",-102.59308119137032,31.530153902472584
NA,"c(-79.5932238744487, 21.9429443843307)",-79.59322387444873,21.942944384330733
NA,"c(-81.6240120975034, 19.3454245641445)",-81.6240120975034,19.345424564144516
NA,"c(-77.8458014499598, 18.4008719022586)",-77.84580144995982,18.40087190225862
NA,"c(-89.6054820904392, 20.2427495929361)",-89.60548209043924,20.242749592936118
NA,"c(-106.465747105102, 25.0599681685542)",-106.46574710510248,25.059968168554192
NA,"c(-104.812779946802, 22.1318549167079)",-104.81277994680217,22.131854916707912
NA,"c(-102.26248775971, 22.9819523124052)",-102.26248775971024,22.98195231240522
NA,"c(-100.94011403307, 20.856708823162)",-100.94011403306999,20.856708823161952
NA,"c(-101.979121961144, 18.6370100677301)",-101.97912196114447,18.637010067730095
NA,"c(-106.229608939631, 22.7458141469337)",-106.229608939631,22.745814146933746
NA,"c(-95.5561638603204, 19.2981969310502)",-95.55616386032037,19.29819693105022
NA,"c(-97.1146757524321, 20.0538390605589)",-97.1146757524321,20.05383906055894
NA,"c(-97.2091310186207, 18.30641663607)",-97.2091310186207,18.30641663607003
NA,"c(-99.7594232057126, 19.109286398673)",-99.75942320571262,19.109286398673042
NA,"c(-88.6609294285533, 18.4480995353529)",-88.66092942855333,18.448099535352917
NA,"c(-89.0387504933077, 17.2201810749012)",-89.03875049330769,17.220181074901248
NA,"c(-90.3138965868536, 15.5199862835066)",-90.31389658685364,15.519986283506633
NA,"c(-89.0387504933077, 13.819791492112)",-89.03875049330769,13.819791492112017
NA,"c(-86.3940030400272, 15.0477099525637)",-86.39400304002717,15.047709952563686
NA,"c(-85.2133122126698, 13.016921729509)",-85.2133122126698,13.016921729509004
NA,"c(-84.2215319176896, 9.94712557837984)",-84.22153191768962,9.94712557837984
NA,"c(-85.8272714428956, 10.3721742762285)",-85.82727144289564,10.372174276228495
NA,"c(-83.0408410903322, 8.95534528339965)",-83.04084109033224,8.955345283399648
NA,"c(-79.9238173061088, 8.95534528339965)",-79.92381730610879,8.955345283399648
NA,"c(-72.4618512772102, 18.8731482332016)",-72.4618512772102,18.87314823320157
NA,"c(-70.7144288527213, 18.9676034993902)",-70.71442885272128,18.967603499390158
NA,"c(-68.4475024641951, 18.9203758662959)",-68.44750246419513,18.920375866295863
NA,"c(-66.2278037087633, 18.30641663607)",-66.22780370876328,18.30641663607003
NA,"c(-64.4803812842744, 18.4480995353529)",-64.48038128427436,18.448099535352917
NA,"c(-62.7801864928797, 17.2201810749012)",-62.78018649287975,17.220181074901248
NA,"c(-61.4578127662395, 16.5117665784868)",-61.45781276623949,16.511766578486828
NA,"c(-61.3161298669566, 15.0477099525637)",-61.31612986695661,15.047709952563686
NA,"c(-61.3161298669566, 13.489198060452)",-61.31612986695661,13.489198060451956
NA,"c(-59.2381140108076, 13.3002875280748)",-59.238114010807635,13.300287528074778
NA,"c(-61.221674600768, 10.4666295424171)",-61.22167460076802,10.466629542417087
NA,"c(-65.9916655432918, 7.91633735532517)",-65.99166554329179,7.916337355325165
NA,"c(-72.0368025793615, 3.85476090921581)",-72.03680257936153,3.854760909215809
NA,"c(-78.83758174494, -0.0179050045163702)",-78.83758174494,-0.017905004516370226
NA,"c(-77.6096632844883, -1.95423796138246)",-77.60966328448833,-1.954237961382459
NA,"c(-76.1928342916595, -10.0301632205069)",-76.1928342916595,-10.030163220506878
NA,"c(-63.0163246583512, -5.02403411251163)",-63.01632465835122,-5.024034112511625
NA,"c(-54.9876270323211, -9.93570795431829)",-54.9876270323211,-9.93570795431829
NA,"c(-55.7432691618298, -12.297089609033)",-55.743269161829815,-12.29708960903303
NA,"c(-48.092392600554, -10.3135290190726)",-48.09239260055405,-10.313529019072647
NA,"c(-46.0616043774994, -12.2026343428444)",-46.06160437749937,-12.20263434284444
NA,"c(-42.0472555644843, -11.8720409111844)",-42.04725556448431,-11.872040911184378
NA,"c(-44.880913550142, -1.6236445297224)",-44.880913550142004,-1.6236445297223963
NA,"c(-50.8315953200232, 1.68228978687824)",-50.831595320023155,1.6822897868782434
NA,"c(-52.1539690466634, 4.42149250634735)",-52.15396904666341,4.421492506347345
NA,"c(-52.9568388092664, 3.99644380849869)",-52.95683880926642,3.9964438084986913
NA,"c(-55.9794073273013, 3.80753327612151)",-55.97940732730129,3.8075332761215126
NA,"c(-59.0019758453362, 4.75208593800741)",-59.00197584533616,4.75208593800741
NA,"c(-61.0327640683908, 0.879420024275232)",-61.03276406839084,0.8794200242752321
NA,"c(-43.1807187587474, -5.73244860892605)",-43.18071875874739,-5.732448608926049
NA,"c(-39.8275568090525, -7.81046446507502)",-39.82755680905245,-7.810464465075022
NA,"c(-38.7413212478837, -4.74066831394586)",-38.741321247883675,-4.740668313945857
NA,"c(-36.0965737946032, -5.73244860892605)",-36.096573794603174,-5.732448608926047
NA,"c(-37.1355817226777, -7.9993749974522)",-37.13558172267766,-7.999374997452199
NA,"c(-36.4743948593575, -9.36897635718675)",-36.47439485935753,-9.36897635718675
NA,"c(-50.3120913559859, -15.7447068249166)",-50.31209135598592,-15.744706824916555
NA,"c(-65.1415681475945, -17.0198529184625)",-65.1415681475945,-17.019852918462515
NA,"c(-44.1252714206333, -17.8699503141598)",-44.1252714206333,-17.869950314159823
NA,"c(-46.2505149098766, -20.6091530336289)",-46.250514909876564,-20.609153033628925
NA,"c(-42.6139871616159, -21.742616227892)",-42.61398716161586,-21.742616227892
NA,"c(-54.9876270323211, -20.8925188321947)",-54.987627032321114,-20.892518832194693
NA,"c(-51.5872374495319, -23.2066728538151)",-51.58723744953188,-23.206672853815142
NA,"c(-48.9424899962514, -25.2846887099641)",-48.94248999625137,-25.284688709964115
NA,"c(-50.2176360897973, -27.032111134453)",-50.217636089797324,-27.032111134453025
NA,"c(-52.5790177445121, -28.2600295949047)",-52.579017744512065,-28.260029594904694
NA,"c(-54.1375296366238, -29.7240862208278)",-54.137529636623796,-29.724086220827832
NA,"c(-55.932179694207, -32.9355652712399)",-55.932179694207,-32.93556527123988
NA,"c(-58.2935613489217, -31.8493297100711)",-58.29356134892174,-31.8493297100711
NA,"c(-58.0574231834503, -22.7343965228722)",-58.05742318345027,-22.734396522872196
NA,"c(-64.7165194497458, -25.3791439761527)",-64.71651944974585,-25.379143976152704
NA,"c(-64.0553325864257, -30.5269559834308)",-64.05533258642572,-30.526955983430845
NA,"c(-63.8191944209542, -33.9273455662201)",-63.81919442095424,-33.927345566220076
NA,"c(-71.1867051836642, -29.8657691201107)",-71.18670518366423,-29.865769120110716
